Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Pinocchio,Animation-Family,,RKO Radio Pictures,United States of America,1940,$2600000,$84300000.0
Why Did I Get Married Too-,Comedy-Romance,en,Lions Gate Films,United States of America,2010,$20000000,$60072596.0
The Rite,Drama-Thriller-Horror,en,New Line Cinema,United States of America,2011,$37000000,$96047633.0
Take the Lead,Music,en,New Line Cinema,United States of America,2006,$30000000,$34742066.0
Maggie,Horror,en,Lionsgate,Switzerland,2015,$4000000,$187112.0
In the Land of Women,Romance-Comedy-Drama,en,Castle Rock Entertainment,United States of America,2007,$10000000,$17500000.0
Veeram,Action-Comedy-Romance,ta,Vijaya Productions,India,2014,$5900000,$19000000.0
Twelve and Holding,Drama,en,Serenade Films,United States of America,2005,$400000,$95687.0
Oldboy,Drama-Thriller-Mystery-Action,ko,Egg Films,South Korea,2003,$3000000,$14980005.0
Lovely & Amazing,Comedy-Drama-Romance,en,none,United States of America,2001,$250000,$4186931.0
The Iron Giant,Adventure-Animation-Family-Fantasy-Science Fiction,en,Warner Bros. Animation,United States of America,1999,$70000000,$23159305.0
Shortbus,Romance-Drama-Comedy,en,Fortissimo Films,United States of America,2006,$2000000,$5179037.0
The Miracle Worker,Drama,en,Playfilm Productions,United States of America,1962,$500000,$2500000.0
Friday the 13th Part III,Horror-Thriller,en,Paramount Pictures,United States of America,1982,$4000000,$36690067.0
For Love or Money,Comedy-Romance,en,Universal Studios,United States of America,1993,$30000000,$11146270.0
Decoding Annie Parker,Drama,en,Media House Capital,United States of America,2014,$2000000,$48390.0
Unfriended,Horror-Thriller,en,Bazelevs Production,United States of America,2015,$1000000,$62882090.0
Colgado de la luna,Horror-Thriller,es,none,Spain,2005,$85000,$4236.0
Hell's Angels,Action-Drama-History,en,The Caddo Company,United States of America,1930,$3950000,$8000000.0
Michael Clayton,Drama-Mystery-Crime,en,Castle Rock Entertainment,United States of America,2007,$25000000,$92991835.0
King Arthur,Adventure-War-History,en,Jerry Bruckheimer Films,Ireland,2004,$120000000,$203567857.0
Thanks Maa,Comedy-Drama,en,Sony Pictures,India,2010,$500000,$2000000.0
Rise of the Guardians,Fantasy-Animation-Family,en,DreamWorks Animation,United States of America,2012,$145000000,$306941670.0
Wolf Creek 2,Horror-Thriller,en,South Australian Film Corporation,Australia,2013,$8000000,$9630444.0
The Bucket List,Drama-Comedy,en,Two Ton Films,United States of America,2007,$45000000,$175372502.0
The Jackal,Action-Thriller-Adventure-Crime,en,Universal Pictures,United States of America,1997,$60000000,$159330280.0
The Lady in the Van,Comedy-Drama,en,BBC Films,United Kingdom,2015,$6000000,$41387687.0
Monique,Comedy-Drama,en,Pan Europeenne Production,France,2002,$984936,$984936.0
Lambada Genclik Firtinasi,Drama,en,Erler Film,Turkey,1989,$230000,$654000.0
Elf,Comedy-Family-Fantasy,en,New Line Cinema,United States of America,2003,$32000000,$173398518.0
Death Wish 3,Action-Crime-Drama-Thriller,en,Cannon Group,United States of America,1985,$9000000,$16945171.0
Grease,Romance,,Paramount Pictures,United States of America,1978,$6000000,$181813770.0
Major League,Comedy,en,Paramount Pictures,United States of America,1989,$11000000,$49797148.0
Hurricane Season,Drama,en,Dimension Films,United States of America,2009,$143000,$1000000.0
Lights of New York,Crime-Drama,en,Warner Bros.,United States of America,1928,$75000,$1200000.0
City Slickers,Action-Adventure-Comedy-Drama-Western,en,Columbia Pictures,United States of America,1991,$26000000,$124033791.0
Yu-Gi-Oh The Movie,Adventure-Fantasy-Animation-Action-Comedy-Thriller-Science Fiction-Family,en,Toho Company,Japan,2004,$20000000,$29170410.0
Avatar,Action-Adventure-Fantasy-Science Fiction,en,Ingenious Film Partners,United States of America,2009,$237000000,$2781505847.0
Waltz with Bashir,Drama-Animation-War,en,Les Films d'Ici,Israel,2008,$2000000,$11125849.0
The Great Wall,Action-Adventure-Fantasy,en,Universal Pictures,Australia,2016,$150000000,$331957105.0
Street Fighter- The Legend of Chun-Li,Action-Adventure-Science Fiction-Thriller,en,Twentieth Century Fox Film Corporation,Canada,2009,$50000000,$12764201.0
The Hunger Games- Mockingjay - Part 2,Action-Adventure-Science Fiction,en,Studio Babelsberg,Germany,2015,$160000000,$653428261.0
Badlapur,Crime-Mystery-Thriller,hi,Illuminati Films,India,2015,$3700000,$11480000.0
This Is Where I Leave You,Drama-Comedy,en,Spring Creek Productions,United States of America,2014,$19800000,$41296320.0
The Wave,Action-Drama-Thriller,no,Fantefilm,Norway,2015,$5904067,$12975143.0
The Signal,Horror-Action-Thriller-Science Fiction,en,none,United States of America,2007,$50000,$249905.0
Big Daddy,Comedy-Drama,en,Columbia Pictures,United States of America,1999,$34200000,$234801895.0
The Cold Light of Day,Action-Thriller,en,Summit Entertainment,United States of America,2012,$20000000,$16863583.0
Saw V,Horror-Thriller-Crime,en,Lionsgate,United States of America,2008,$10800000,$113857533.0
Poor White Trash,Crime-Comedy,en,Kingsize Entertainment,United States of America,2000,$1200000,$1404.0
Doubt,Drama-Mystery,en,Scott Rudin Productions,United States of America,2008,$20000000,$50907234.0
A Company Man,Drama-Action,ko,Showbox,South Korea,2012,$3500000,$7339398.0
Dumb and Dumber To,Comedy,en,New Line Cinema,United States of America,2014,$40000000,$169837010.0
Elizabeth- The Golden Age,Drama-History-Romance,en,Universal Pictures,United Kingdom,2007,$25000000,$74237563.0
Boris - Il film,Comedy,it,Rai Cinema,Italy,2011,$3347850,$1248748.0
The Incredible Hulk,Science Fiction-Action-Adventure,en,Universal Pictures,United States of America,2008,$150000000,$163712074.0
Moonraker,Action-Adventure-Thriller-Science Fiction,en,United Artists,France,1979,$34000000,$210308099.0
Inherent Vice,Comedy-Romance-Crime-Drama-Mystery,en,Ghoulardi Film Company,United States of America,2014,$20000000,$11110975.0
Priest,Action-Science Fiction-Fantasy-Thriller-Horror,en,Screen Gems,United States of America,2011,$60000000,$78309131.0
Bon Cop Bad Cop,Action-Comedy-Crime,fr,Park Ex Pictures,Canada,2006,$8000000,$12671300.0
Planet of the Apes,Adventure-Drama-Action,en,Twentieth Century Fox Film Corporation,United States of America,1968,$5800000,$33395426.0
The Fog,Horror-Thriller,en,Revolution Studios,Canada,2005,$18000000,$46201432.0
Disturbing Behavior,Mystery-Horror-Science Fiction,en,Village Roadshow Pictures,Australia,1998,$15000000,$17507368.0
A Prayer for the Dying,Crime-Drama-Action-Thriller,en,The Samuel Goldwyn Company,United Kingdom,1987,$6000000,$1432687.0
The Chronicles of Narnia- Prince Caspian,Adventure-Family-Fantasy,en,Walt Disney,Czech Republic,2008,$225000000,$419651413.0
Return to the Blue Lagoon,Drama-Adventure-Romance,en,Columbia Pictures Corporation,Fiji,1991,$11000000,$2807854.0
House Party,Comedy-Drama,,New Line Cinema,United States of America,1990,$2500000,$26386000.0
Zootopia,Animation-Adventure-Family-Comedy,en,Walt Disney Pictures,United States of America,2016,$150000000,$1023784195.0
Eat Pray Love,Drama,en,Columbia Pictures,United States of America,2010,$60000000,$204594016.0
Legend,Adventure-Fantasy,en,Universal Studios,United States of America,1985,$25000000,$15502112.0
New Nightmare,Horror-Thriller-Mystery-Fantasy,en,New Line Cinema,United States of America,1994,$14000000,$18090181.0
The Spiderwick Chronicles,Adventure-Family-Fantasy,en,Paramount Pictures,United States of America,2008,$90000000,$162839667.0
The Secret of NIMH,Fantasy-Animation-Drama-Family,en,United Artists,United States of America,1982,$7000000,$14665733.0
Rope,Crime-Drama-Mystery-Thriller,en,Transatlantic Pictures,United States of America,1948,$1500000,$2200000.0
Above the Law,Action-Adventure-Drama-Thriller,en,Warner Bros.,Hong Kong,1988,$7500000,$18869631.0
The Good Shepherd,Drama-Thriller-History,en,Universal Pictures,United States of America,2006,$85000000,$59908565.0
The Great Race,Adventure-Comedy,en,Warner Bros.,United States of America,1965,$12000000,$25333333.0
Bharya Athra Pora,Drama-Family,en,Anto Joseph Film Company,India,2013,$580000,$1051000.0
Twice Born,Drama-Romance-War,en,Medusa Film,Italy,2012,$13000000,$18295.0
Ballistic- Ecks vs. Sever,Action-Adventure-Thriller,en,Epsilon Motion Pictures,Germany,2002,$70000000,$19924033.0
Prom,Comedy,en,Walt Disney Pictures,United States of America,2011,$8000000,$10130000.0
Chill Factor,Action-Comedy-Thriller,en,Warner Bros.,United States of America,1999,$70000000,$11263966.0
The Departed,Drama-Thriller-Crime,en,Vertigo Entertainment,Hong Kong,2006,$90000000,$289847354.0
I Saw the Light,Drama-Music,en,Bron Studios,United States of America,2016,$13000000,$1646788.0
Mystery Men,Adventure-Fantasy-Action-Comedy-Science Fiction,en,Universal Pictures,United States of America,1999,$68000000,$29762011.0
Gigli,Drama,en,City Light Films,United States of America,2003,$54000000,$7266209.0
The Last Castle,Action-Drama-Thriller,en,DreamWorks SKG,United States of America,2001,$72000000,$27642707.0
The Big Parade,Drama-Romance-War,en,Metro-Goldwyn-Mayer (MGM),United States of America,1925,$245000,$22000000.0
The Sting,Comedy-Crime-Drama,en,Universal Pictures,United States of America,1973,$5500000,$159616327.0
How to Be Single,Comedy-Romance,en,New Line Cinema,United States of America,2016,$38000000,$112343513.0
The Matador,Action-Comedy-Crime-Drama-Thriller,en,Miramax Films,Germany,2005,$10000000,$17297244.0
Soodhu Kavvum,Comedy-Thriller,ta,Studio Green,India,2013,$310000,$12000000.0
Point Break,Action-Crime-Thriller,en,Studio Babelsberg,Germany,2015,$105000000,$133718711.0
Evan Almighty,Fantasy-Comedy-Family,en,Columbia Pictures,United States of America,2007,$175000000,$173000000.0
Let Me In,Drama-Horror-Mystery,en,Hammer Film Productions,United Kingdom,2010,$20000000,$24145613.0
A Clockwork Orange,Science Fiction-Drama,en,Hawk Films,United Kingdom,1971,$2200000,$26589000.0
Remington and the Curse of the Zombadings,Foreign-Comedy-Horror-Drama,en,Reality Entertainment,Philippines,2011,$22361,$721651.0
A Beautiful Mind,Drama-Romance,en,Imagine Entertainment,United States of America,2001,$60000000,$313542341.0
The Night of the Iguana,Drama-Romance,en,Seven Arts Productions,United States of America,1964,$3000000,$12000000.0
Need for Speed,Action-Crime-Drama-Thriller,en,DreamWorks SKG,Philippines,2014,$66000000,$203277636.0
State of Play,Action,en,Universal Pictures,France,2009,$60000000,$87784194.0
Zyzzyx Road,Thriller,en,Zyzzyx LLC,United States of America,2006,$2000000,$30.0
The Errand of Angels,Drama,en,none,United States of America,2008,$160000,$195184.0
Black Dynamite,Action-Comedy,en,Destination Films,United States of America,2009,$2900000,$296557.0
Diary of a Wimpy Kid,Comedy-Family,en,Dune Entertainment,United Kingdom,2010,$15000000,$75700498.0
Into the Storm,Action-Thriller,en,New Line Cinema,United States of America,2014,$50000000,$160602194.0
A Wednesday,Action-Drama,hi,UTV Motion Pictures,India,2008,$1400000,$3500000.0
Kicking & Screaming,Romance-Comedy-Family,en,Universal Pictures,United States of America,2005,$45000000,$56070433.0
The Great Escape,Adventure-Drama-History-Thriller-War,en,United Artists,United States of America,1963,$4000000,$11744471.0
Son of Rambow,Comedy,en,Celluloid Dreams,Germany,2007,$4000000,$6870249.0
Free Fire,Action-Comedy-Crime-Thriller,en,Film4,France,2017,$10000000,$3565109.0
Aloha Bobby and Rose,Drama-Romance,en,Columbia Pictures,United States of America,1975,$60000,$35000000.0
Oru Murai Vanthu Paarthaya,Comedy-Romance,ml,Kokers Films,India,2016,$300000,$300000.0
Class of 1999,Science Fiction-Thriller,en,Lightning Pictures,United States of America,1990,$5200000,$2459895.0
Terminal Velocity,Action-Thriller,en,Hollywood Pictures,United States of America,1994,$50000000,$16478900.0
Die Hard- With a Vengeance,Action-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1995,$90000000,$366101666.0
Paddington,Family-Comedy,en,The Weinstein Company,United Kingdom,2014,$55000000,$259207227.0
Sagar Alias Jacky Reloaded,Action-Thriller,ml,Aashirvad Cinemas,India,2009,$1200000,$2100000.0
A Lonely Place to Die,Adventure-Action-Thriller-Crime,en,Carnaby International,United Kingdom,2011,$4000000,$25345000.0
Swimming Pool,Thriller-Crime,en,France 2 Cinema,France,2003,$7800000,$22441323.0
The Crazies,Mystery-Horror-Action,en,Penn Station Entertainment,United States of America,2010,$20000000,$54956140.0
The Social Network,Drama,en,Columbia Pictures,United States of America,2010,$40000000,$224920315.0
Battle for Terra,Action-Adventure-Animation-Science Fiction,en,MeniThings LLC,United States of America,2007,$4000000,$6101046.0
Zombieland,Comedy-Horror,,Columbia Pictures,United States of America,2009,$23600000,$102391382.0
He's Just Not That Into You,Comedy-Romance-Drama,en,New Line Cinema,Netherlands,2009,$40000000,$177259441.0
One Eight Seven,Drama-Thriller,en,Icon Entertainment International,United States of America,1997,$20000000,$5716080.0
Pane e burlesque,Comedy,it,Italian International Film,Italy,2014,$2000000,$319180.0
Anna Karenina,Drama-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1935,$1152000,$1439000.0
Star Trek,Science Fiction-Action-Adventure,en,Paramount Pictures,Germany,2009,$150000000,$385680446.0
Death Note,Fantasy-Mystery-Thriller,ja,Warner Bros.,Japan,2006,$20000000,$27793200.0
Xanadu,Fantasy-Music-Romance,en,Universal Pictures,United States of America,1980,$20000000,$22471595.0
Krampus,Horror-Comedy-Fantasy,en,Universal Pictures,United States of America,2015,$15000000,$61548707.0
Angel Heart,Horror-Mystery-Thriller,en,TriStar Pictures,United States of America,1987,$17000000,$17185632.0
Agent Cody Banks,Action,en,Splendid Pictures,Canada,2003,$28000000,$58795814.0
Coyote Ugly,Comedy,en,Jerry Bruckheimer Films,United States of America,2000,$45000000,$113916474.0
Cape Fear,Crime-Thriller,en,Universal Pictures,United States of America,1991,$35000000,$182300000.0
CHiPS,Action-Comedy-Crime,en,Warner Bros.,United States of America,2017,$25000000,$25281326.0
The Getaway,Action-Crime-Thriller,en,First Artists,United States of America,1972,$3352254,$58831997.0
Hot Pursuit,Action-Comedy-Crime,en,New Line Cinema,United States of America,2015,$35000000,$51680201.0
The Adventurer- The Curse of the Midas Box,Fantasy-Adventure-Family,en,Matador Pictures,Belgium,2013,$25000000,$6399.0
Treasure Planet,Adventure-Animation-Family-Fantasy-Science Fiction,en,Walt Disney Pictures,United States of America,2002,$140000000,$109578115.0
The Beaver,Drama,en,Summit Entertainment,United Arab Emirates,2011,$21000000,$970816.0
Fright Night,Horror,en,Columbia Pictures,United States of America,1985,$9000000,$24922237.0
Ace in the Hole,Drama,en,Paramount Pictures,United States of America,1951,$1821052,$1300000.0
Machine Gun Preacher,Action-Thriller-Crime,en,Mpower Pictures,United States of America,2011,$30000000,$2527904.0
Nightbreed,Action-Drama-Fantasy-Horror,en,Seraphim Films,United States of America,1990,$11000000,$8862354.0
The Wolf of Wall Street,Crime-Drama-Comedy,en,Paramount Pictures,United States of America,2013,$100000000,$392000694.0
High Anxiety,Comedy-Music,en,Twentieth Century Fox Film Corporation,United States of America,1977,$3400000,$31063038.0
Hot to Trot,Comedy,en,Warner Bros.,United States of America,1988,$9000000,$6436211.0
Only the Strong,Action,en,Davis Films,United States of America,1993,$6000000,$3283371.0
Alexander,War-History-Action-Adventure-Drama-Romance,en,France 3 Cinema,France,2004,$155000000,$167298192.0
Lan Kwai Fong,Drama,cn,Local Production,Hong Kong,2011,$577450,$1154901.0
The Perks of Being a Wallflower,Drama-Romance,en,Summit Entertainment,United States of America,2012,$13000000,$33400000.0
Delivery Man,Comedy,en,DreamWorks SKG,United States of America,2013,$26000000,$51164106.0
Bill & Ted's Excellent Adventure,Adventure-Comedy-Science Fiction,en,Orion Pictures,United States of America,1989,$10000000,$40485039.0
Death on the Nile,Mystery,en,EMI Films Ltd.,United Kingdom,1978,$7920000,$14560084.0
Florence Foster Jenkins,Comedy-Drama,en,BBC Films,United Kingdom,2016,$29000000,$44272267.0
The Hundred-Foot Journey,Drama,en,Amblin Entertainment,India,2014,$22000000,$88880821.0
8MM,Thriller-Crime-Mystery,en,Columbia Pictures Corporation,United States of America,1999,$40000000,$96618699.0
The Godfather- Part III,Crime-Drama-Thriller,en,Paramount Pictures,Italy,1990,$54000000,$136766062.0
Pay It Forward,Drama-Romance,en,Bel Air Entertainment,United States of America,2000,$40000000,$55707411.0
Aladdin,Animation-Family-Comedy-Adventure-Fantasy-Romance,en,Walt Disney Pictures,United States of America,1992,$28000000,$504050219.0
A Fish Called Wanda,Comedy-Crime,en,Metro-Goldwyn-Mayer (MGM),United Kingdom,1988,$7500000,$62493712.0
The Cable Guy,Comedy-Drama-Thriller,en,Columbia Pictures Corporation,United States of America,1996,$47000000,$102825796.0
Unbroken,Drama-War,en,Legendary Pictures,United States of America,2014,$65000000,$163442937.0
Mr. Destiny,Fantasy-Comedy-Science Fiction-Romance,en,Touchstone Pictures,United States of America,1990,$20000000,$15379253.0
Clear and Present Danger,Action-Drama-Thriller,en,Paramount Pictures,United States of America,1994,$62000000,$215887717.0
Never Say Never Again,Adventure-Action-Thriller,en,PSO International,Germany,1983,$36000000,$160000000.0
9 Songs,Drama-Music-Romance,en,Revolution Films,United Kingdom,2004,$1000000,$1574623.0
The House at the Edge of the Galaxy,Drama-Mystery,en,Gleb Osatinski,United States of America,2013,$10000,$1.0
Swingers,Comedy-Romance,en,Miramax Films,United States of America,1996,$200000,$4505922.0
Dr. Dolittle 2,Comedy-Family-Romance-Fantasy,en,Twentieth Century Fox Film Corporation,United States of America,2001,$70000000,$176104344.0
El Dorado,Western,en,Paramount Pictures,United States of America,1966,$4653000,$6000000.0
Pacific Rim,Action-Science Fiction-Adventure,en,Legendary Pictures,United States of America,2013,$180000000,$407602906.0
Safe House,Action-Thriller,en,Universal Pictures,United States of America,2012,$85000000,$208076205.0
S. Darko,Thriller-Crime-Science Fiction-Mystery,en,Newmarket Capital Group,United States of America,2009,$4000000,$4100000.0
