Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Private Parts,Comedy-Drama,en,Paramount Pictures,United States of America,1997,$28000000,$41230799.0
Grudge Match,Comedy,en,Gerber Pictures,United States of America,2013,$40000000,$44907260.0
Black Rain,Action-Thriller-Crime,en,Paramount Pictures,United States of America,1989,$30000000,$45892212.0
Dark Places,Drama-Mystery-Thriller,en,Denver and Delilah Productions,France,2015,$20000000,$208588.0
The Words,Drama-Thriller,en,CBS Films,United States of America,2012,$6000000,$13231461.0
Sleep Dealer,Drama-Science Fiction-Thriller,en,Likely Story,Mexico,2008,$2500000,$107559.0
Legally Blonde,Comedy,en,Marc Platt Productions,United States of America,2001,$18000000,$141774679.0
Premonition,Thriller-Drama-Mystery,en,TriStar Pictures,United States of America,2007,$20000000,$84146832.0
Shaft,Action-Adventure-Crime-Thriller,en,Paramount Pictures,Germany,2000,$46000000,$107196498.0
Upstream Color,Drama-Science Fiction,en,erbp,United States of America,2013,$100000,$444098.0
The Painted Veil,Romance-Drama,en,Metro-Goldwyn-Mayer (MGM),United States of America,1934,$947000,$1120000.0
Death Becomes Her,Fantasy-Comedy,en,Universal Pictures,United States of America,1992,$55000000,$149022650.0
Open Water,Drama-Thriller,en,Plunge Pictures LLC,United States of America,2004,$130000,$54667954.0
Skyline,Science Fiction,en,Rogue Pictures,United States of America,2010,$10000000,$66821036.0
The Remains of the Day,Drama-Romance,en,Columbia Pictures,United Kingdom,1993,$11500000,$23237911.0
Lucia,Fantasy-Romance-Thriller,kn,none,India,2013,$79000,$170000.0
Two Lovers,Drama-Romance,en,2929 Productions,France,2008,$12000000,$3148182.0
Rock-A-Doodle,Comedy-Family-Animation-Fantasy-Music,en,Goldcrest Films International,Ireland,1991,$18000000,$11657385.0
Sister Act,Music-Comedy,en,Touchstone Pictures,United States of America,1992,$31000000,$231605150.0
Itty Bitty Titty Committee,Comedy,en,none,United States of America,2007,$1000000,$18479.0
Midnight Cowboy,Drama,en,United Artists,United States of America,1969,$3600000,$44785053.0
Love Aaj Kal,Comedy-Drama-Romance,hi,Eros International,India,2009,$12500000,$20794985.0
Dominion- Prequel to the Exorcist,Horror-Thriller,en,,United States of America,2005,$30000000,$251495.0
Surf's Up,Animation-Comedy-Family,en,Columbia Pictures,United States of America,2007,$85000000,$149044513.0
A Daughter of the Gods,,en,none,United States of America,1916,$1000000,$1390000.0
Dingo,Drama-Music,en,Vertigo Productions,Australia,1991,$200000,$300000.0
Paranormal Activity- The Ghost Dimension,Horror-Thriller,en,Paramount Pictures,United States of America,2015,$10000000,$78096553.0
Stranger Than Fiction,Comedy-Drama-Fantasy-Romance,en,Mandate Pictures,United States of America,2006,$30000000,$53653224.0
Jem and the Holograms,Drama-Music-Adventure-Fantasy,en,Universal Pictures,United States of America,2015,$5000000,$2333684.0
Dead Silence,Horror,en,Universal Pictures,United States of America,2007,$20000000,$22217407.0
Celldweller- Start of an Empire,Documentary-Music-Science Fiction,en,Independent,United States of America,2016,$5000,$50000.0
Rob Roy,Adventure,en,United Artists,United Kingdom,1995,$28000000,$31596911.0
Hotel Transylvania 2,Animation-Comedy-Family,en,Columbia Pictures,United States of America,2015,$80000000,$473226958.0
The Boy in the Striped Pyjamas,War-Drama,en,Miramax Films,United Kingdom,2008,$12500000,$20416563.0
Date Movie,Comedy,en,Regency Enterprises,Switzerland,2006,$20000000,$48548426.0
Setem,Action-Comedy,en,Tayangan Unggul,Malaysia,2009,$100000,$295117.0
An Odd Evening in April,Romance-Comedy,es,Big Bang Film Productions,Peru,2014,$480334,$250000.0
Fantastic Voyage,Adventure-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,1966,$5115000,$12000000.0
Miracles from Heaven,Drama,en,TriStar Pictures,United States of America,2016,$16000000,$77000000.0
Jab We Met,Drama-Comedy-Romance,hi,Shree Ashtavinayak Cinevision Ltd,India,2007,$2300000,$4600000.0
Elles,Drama-Romance,fr,Canal--,France,2011,$4000000,$911466.0
Open Your Eyes,Drama-Thriller,es,Les Films Alain Sarde,Spain,1997,$2900000,$368234.0
Home Run,Drama,en,Samuel Goldwyn,United States of America,2013,$1200000,$2861020.0
4 Months 3 Weeks and 2 Days,Drama,ro,Saga Film,Belgium,2007,$852510,$1185783.0
The Informant,Drama-Comedy-Crime,en,Section Eight,United States of America,2009,$22000000,$35424826.0
The Stall,Mystery-Horror-Thriller,en,NotName Productions,Israel,2017,$420000,$69000.0
Gandhi,Drama-History,en,Columbia Pictures,India,1982,$22000000,$77737889.0
Not of This Earth,Horror-Science Fiction,en,Miracle Pictures,United States of America,1988,$210000,$107352.0
Irudhi Suttru,Action-Drama,ta,UTV Motion Pictures,India,2016,$300000,$2100000.0
The Wedding Banquet,Comedy-Drama-Romance,zh,Ang Lee Productions,Taiwan,1993,$1000000,$6933459.0
Pain & Gain,Thriller-Crime-Action,en,Paramount Pictures,United States of America,2013,$25000000,$86175291.0
The Chronicles of Narnia- The Lion the Witch and the Wardrobe,Adventure-Family-Fantasy,en,Walt Disney,United Kingdom,2005,$180000000,$748806957.0
Raanjhanaa,Drama-Romance,hi,Eros International,India,2013,$6400000,$18000000.0
The Legend of Hercules,Action-Adventure,en,Millennium Films,United States of America,2014,$70000000,$61279452.0
Grown Ups,Comedy,en,Columbia Pictures,United States of America,2010,$80000000,$271430189.0
Waiting...,Comedy,en,L.I.F.T. Production,United States of America,2005,$3000000,$18637690.0
The Hustler,Drama,en,Twentieth Century Fox Film Corporation,United States of America,1961,$2000000,$7600000.0
Bill & Ted's Excellent Adventure,Adventure-Comedy-Science Fiction,en,Orion Pictures,United States of America,1989,$10000000,$40485039.0
Abraham Lincoln- Vampire Hunter,Action-Fantasy-Horror,en,Twentieth Century Fox Film Corporation,United States of America,2012,$69000000,$112265139.0
Midnight in Paris,Fantasy-Comedy-Romance,en,Gravier Productions,Spain,2011,$30000000,$151119219.0
Zulu,Action-Drama-History-War,en,Diamond Films,United Kingdom,1964,$3500000,$8000000.0
Flushed Away,Adventure-Animation-Comedy-Family,en,Aardman Animations,United Kingdom,2006,$149000000,$64459316.0
Divergent,Adventure-Action-Science Fiction,en,Summit Entertainment,United States of America,2014,$85000000,$288747895.0
Special 26,Crime-Drama-Thriller,hi,Friday Filmworks,India,2013,$7100000,$18000000.0
The Derby Stallion,Drama-Family,en,none,United States of America,2005,$750000,$4000000.0
Krull,Fantasy-Action-Adventure,en,Columbia Pictures Corporation,Spain,1983,$27000000,$16519460.0
Rush Hour 2,Action-Comedy-Crime-Thriller,en,New Line Cinema,United States of America,2001,$90000000,$347325802.0
Raising Arizona,Comedy-Crime,en,Twentieth Century Fox Film Corporation,United States of America,1987,$6000000,$29180280.0
Star Wars,Adventure-Action-Science Fiction,en,Lucasfilm,United States of America,1977,$11000000,$775398007.0
Be Cool,Comedy-Crime,en,Double Feature Films,United States of America,2005,$53000000,$95226116.0
Jackass- The Movie,Documentary-Comedy,en,Paramount Pictures,United States of America,2002,$5000000,$64282312.0
One Flew Over the Cuckoo's Nest,Drama,en,United Artists,United States of America,1975,$3000000,$108981275.0
The Bridge on the River Kwai,Drama-History-War,en,Columbia Pictures Corporation,United Kingdom,1957,$3000000,$33300000.0
Cheri,Drama-Comedy-Romance,en,Pathe Renn Productions,Germany,2009,$23000000,$9366227.0
Inside Llewyn Davis,Drama-Music,en,StudioCanal,United States of America,2013,$11000000,$32935319.0
The Guardian,Action,en,Contrafilm,United States of America,2006,$70000000,$55011732.0
Coal Miner's Daughter,Drama-Music,en,Universal Pictures,United States of America,1980,$15000000,$67182787.0
Airplane,Comedy,en,Paramount Pictures,United States of America,1980,$3500000,$83453539.0
Animal Kingdom,Drama-Thriller-Crime,en,Porchlight Films,Australia,2010,$5000000,$1000000.0
The Stall,Mystery-Horror-Thriller,en,NotName Productions,United States of America,2017,$100000,$420000.0
Pirates of the Caribbean- On Stranger Tides,Adventure-Action-Fantasy,en,Walt Disney Pictures,United States of America,2011,$380000000,$1045713802.0
Loving,Drama-Romance,en,Big Beach Films,United Kingdom,2016,$9000000,$9158524.0
Dodging the Clock,Comedy,fr,none,Canada,2005,$4250000,$4280982.0
The Thirteenth Floor,Thriller-Science Fiction-Mystery,en,Columbia Pictures,United States of America,1999,$16000000,$18564088.0
Meet Bill,Comedy-Drama-Romance,en,Greenestreet Films,United States of America,2007,$5000000,$346592.0
Saturday Night Fever,Drama-Music,en,Paramount Pictures,United States of America,1977,$3500000,$237113184.0
A Cinderella Story,Comedy,en,Gaylord Films,Canada,2004,$19000000,$70067909.0
A Walk in the Clouds,Drama-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1995,$20000000,$50012507.0
Evil Dead II,Horror-Comedy-Fantasy,en,Renaissance Films,United States of America,1987,$3600000,$5923044.0
The Family,Crime-Comedy-Action,en,Canal Plus,France,2013,$30000000,$36894225.0
Oliver & Company,Animation-Comedy-Family,en,Walt Disney Pictures,United States of America,1988,$31000000,$74151346.0
Jeepers Creepers,Horror-Thriller,en,,Germany,2001,$10000000,$59217789.0
Shoot 'Em Up,Action-Thriller-Comedy-Crime,en,New Line Cinema,United States of America,2007,$39000000,$26820641.0
The Chronicles of Narnia- Prince Caspian,Adventure-Family-Fantasy,en,Walt Disney,Czech Republic,2008,$225000000,$419651413.0
Unnai Kodu Ennai Tharuven,Crime-Romance,en,Super Good Films,India,2000,$500000,$500000.0
Sex Drive,Comedy-Adventure-Romance,en,Summit Entertainment LLC,United States of America,2008,$19000000,$18755936.0
Aasai,Action-Romance,en,none,India,1995,$500000,$500000.0
Body Snatchers,Horror-Science Fiction-Thriller,en,Warner Bros.,United States of America,1993,$13000000,$428868.0
The Private Life of Sherlock Holmes,Adventure-Comedy-Crime-Mystery-Romance-Thriller,en,United Artists,United Kingdom,1970,$10000000,$1500000.0
Death Warrant,Action-Crime-Drama-Mystery-Thriller,en,Pathe Pictures International,Canada,1990,$4000000,$16853487.0
Rush Hour 3,Action-Comedy-Crime-Thriller,en,New Line Cinema,United States of America,2007,$140000000,$258022233.0
The Longest Yard,Crime-Comedy-Drama,en,Paramount Pictures,United States of America,1974,$2900000,$43008075.0
The Hills Have Eyes,Horror,en,Blood Relations Co.,United States of America,1977,$230000,$25000000.0
Main Aurr Mrs. Khanna,Drama,en,none,India,2009,$10000000,$1850000.0
Jason Bourne,Action-Thriller,en,The Kennedy-Marshall Company,United Kingdom,2016,$120000000,$415484914.0
Bounce,Drama-Romance,en,Miramax Films,United States of America,2000,$35000000,$36779296.0
The Divide,Science Fiction,en,Instinctive Film,Canada,2011,$3000000,$22000.0
Furious 7,Action,en,Universal Pictures,Japan,2015,$190000000,$1506249360.0
Night of the Living Dead,Horror,en,Columbia Pictures Corporation,United States of America,1990,$4200000,$5835247.0
The Bodyguard,Thriller-Action-Drama-Music-Romance,en,Tig Productions,United States of America,1992,$25000000,$411006740.0
Tetro,Drama-Mystery,en,American Zoetrope,Argentina,2009,$15000000,$113221.0
Gothika,Horror-Thriller,en,Columbia Pictures Corporation,United States of America,2003,$40000000,$141591324.0
The Aristocats,Animation-Comedy-Family-Adventure,en,Walt Disney Productions,United States of America,1970,$4000000,$55675257.0
Chashme Baddoor,Comedy,hi,Viacom 18 Motion Pictures,India,2013,$37000000,$5500000.0
Confessions of a Shopaholic,Comedy-Romance,en,Jerry Bruckheimer Films,United States of America,2009,$40000000,$108332743.0
Another Gay Movie,Comedy-Romance,en,TLA Releasing,United States of America,2006,$500000,$745327.0
Enemy of the State,Action-Drama-Thriller,en,Jerry Bruckheimer Films,United States of America,1998,$90000000,$250649836.0
Boris - Il film,Comedy,it,Rai Cinema,Italy,2011,$3347850,$1248748.0
Must Love Dogs,Comedy-Romance,en,Team Todd,United States of America,2005,$30000000,$58405313.0
The Naked Gun 33-- The Final Insult,Comedy-Crime,en,Paramount Pictures,United States of America,1994,$30000000,$51132598.0
La peggior settimana della mia vita,Comedy,it,Colorado Film Production,Italy,2011,$11000000,$12935800.0
The Fox and the Hound,Adventure-Animation-Drama-Family,en,Walt Disney Productions,United States of America,1981,$12000000,$29800000.0
Coraline,Animation-Family,en,,United States of America,2009,$60000000,$124596398.0
xXx,Action-Adventure-Thriller,en,Columbia Pictures,United States of America,2002,$70000000,$277448382.0
More American Graffiti,Comedy-Drama-War,en,Lucasfilm,United States of America,1979,$2500000,$15014674.0
The Visual Bible- The Gospel of John,Drama-History,en,Gospel of John Ltd.,Canada,2003,$10000000,$4069090.0
American Outlaws,Action-Western,en,Morgan Creek Productions,United States of America,2001,$35000000,$13678913.0
Home Alone,Comedy-Family,en,Twentieth Century Fox Film Corporation,United States of America,1990,$18000000,$476684675.0
Shooting Fish,Crime-Comedy-Romance,en,Arts Council of England,United Kingdom,1997,$3000000,$302204.0
Paul Blart- Mall Cop,Action-Adventure-Comedy-Family,en,Columbia Pictures,United States of America,2009,$26000000,$183293131.0
Convoy,Action-Comedy-Drama,en,United Artists,United Kingdom,1978,$12000000,$22765081.0
Steal Big Steal Little,Comedy-Drama,en,Savoy Pictures,United States of America,1995,$25000000,$6278139.0
Unstoppable,Action-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2010,$100000000,$167805466.0
PK,Comedy-Drama-Science Fiction,hi,Rajkumar Hirani Films,India,2014,$13000000,$120000000.0
The NeverEnding Story,Drama-Family-Fantasy-Adventure,en,Producers Sales Organization,Germany,1984,$27000000,$20158808.0
Loose Cannons,Action-Comedy-Crime-Mystery-Thriller,en,TriStar Pictures,United States of America,1990,$1500000,$5585154.0
Cocktail,Romance-Drama-Comedy,hi,Eros International,India,2012,$6400000,$18800000.0
20000 Leagues Under the Sea,Adventure-Drama-Action-Science Fiction,en,The Universal Film Mfg. Co.,Bahamas,1916,$200000,$8000000.0
Cat on a Hot Tin Roof,Drama-Romance,en,,United States of America,1958,$3000000,$17570324.0
Cousins,Comedy-Romance,en,Paramount Pictures,United States of America,1989,$13000000,$22030000.0
Passengers,Drama-Mystery-Thriller-Romance,en,TriStar Pictures,Canada,2008,$25000000,$2000000.0
Trainwreck,Comedy,en,Universal Pictures,United States of America,2015,$35000000,$140795793.0
The Rite,Drama-Thriller-Horror,en,New Line Cinema,United States of America,2011,$37000000,$96047633.0
Party Monster,Comedy-Drama-Crime,en,ContentFilm,Netherlands,2003,$5000000,$742898.0
Critters,Action-Comedy-Horror-Science Fiction-Thriller,en,New Line Cinema,United States of America,1986,$2000000,$13167232.0
Picture Perfect,Comedy-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1997,$19000000,$44332015.0
Center Stage,Drama-Music,en,Columbia Pictures,United States of America,2000,$18000000,$17200925.0
For Your Eyes Only,Adventure-Action-Thriller,en,United Artists,United Kingdom,1981,$28000000,$195312802.0
Khatta Meetha,Comedy-Drama,hi,none,India,2010,$7500000,$10000000.0
Seven Psychopaths,Comedy-Crime,en,Blueprint Pictures,United Kingdom,2012,$15000000,$19422261.0
Austin Powers in Goldmember,Comedy-Crime-Science Fiction,en,New Line Cinema,United States of America,2002,$63000000,$296633907.0
Fatal Attraction,Drama-Romance-Thriller,en,Paramount Pictures,United States of America,1987,$14000000,$320145693.0
The Break-Up,Romance-Comedy,en,Universal Pictures,United States of America,2006,$52000000,$204999686.0
The Bourne Supremacy,Action-Drama-Thriller,en,Universal Pictures,Germany,2004,$75000000,$288500217.0
Blow,Crime-Drama,en,New Line Cinema,United States of America,2001,$53000000,$83282296.0
The Polar Express,Adventure-Animation-Family-Fantasy,en,Golden Mean,United States of America,2004,$165000000,$305875730.0
The Nutcracker,Family-Fantasy-Music,en,Warner Bros. Family Entertainment,United States of America,1993,$19000000,$2119994.0
Judge Dredd,Science Fiction,en,Hollywood Pictures,United States of America,1995,$90000000,$113493481.0
Days of Glory,Drama-History-War,fr,Tessalit Productions,Algeria,2006,$14500000,$22963701.0
Killing Zoe,Action-Crime-Drama-Thriller,en,Live Entertainment,France,1993,$1500000,$418961.0
Catfish,Documentary,en,Hit the Ground Running Films,United States of America,2010,$30000,$3045943.0
Pulimurugan,Action-Adventure,ml,Mulakupadam Films,India,2016,$3748182,$22489092.0
Sinister,Horror-Thriller-Mystery,en,Alliance Films,United States of America,2012,$3000000,$77712439.0
Chennai 60028,Comedy,ta,Capital Film Works,India,2007,$470000,$3800000.0
Snowden,Drama-Thriller,en,Endgame Entertainment,Germany,2016,$40000000,$37357216.0
Action Jackson,Action-Adventure-Comedy-Crime-Drama,en,Silver Pictures,United States of America,1988,$7000000,$20256975.0
Romantic Blue,Drama,th,R.S. Film,Thailand,1995,$40000,$220000.0
Snowpiercer,Action-Science Fiction-Drama,ko,CJ Entertainment,France,2013,$39200000,$86758912.0
